Gene Set,entrez_gene,gene,symbol,description
NP,67935,ENSMUSG00000058019,Ces5a,carboxylesterase 5A [Source:MGI Symbol;Acc:MGI:1915185]
NP,14681,ENSMUSG00000031748,Gnao1,"guanine nucleotide binding protein, alpha O [Source:MGI Symbol;Acc:MGI:95775]"
NP,64209,ENSMUSG00000031770,Herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:MGI Symbol;Acc:MGI:1927406]"
NP,14894,ENSMUSG00000031796,Cfap20,cilia and flagella associated protein 20 [Source:MGI Symbol;Acc:MGI:107428]
NP,100041953,ENSMUSG00000061104,Sap18b,Sin3-associated polypeptide 18B [Source:MGI Symbol;Acc:MGI:3704317]
NP,12552,ENSMUSG00000031673,Cdh11,cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]
NP,57813,ENSMUSG00000035824,Tk2,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]"
NP,234664,ENSMUSG00000031878,Nae1,NEDD8 activating enzyme E1 subunit 1 [Source:MGI Symbol;Acc:MGI:2384561]
NP,234678,ENSMUSG00000031889,Phaf1,phagosome assembly factor 1 [Source:MGI Symbol;Acc:MGI:2443049]
NP,71609,ENSMUSG00000031887,Tradd,TNFRSF1A-associated via death domain [Source:MGI Symbol;Acc:MGI:109200]
NP,74356,ENSMUSG00000014837,4931428F04Rik,RIKEN cDNA 4931428F04 gene [Source:MGI Symbol;Acc:MGI:1921606]
NP,67971,ENSMUSG00000014846,Tppp3,tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]
NP,70575,ENSMUSG00000013150,Gfod2,glucose-fructose oxidoreductase domain containing 2 [Source:MGI Symbol;Acc:MGI:1917825]
NP,320394,ENSMUSG00000036672,Cenpt,centromere protein T [Source:MGI Symbol;Acc:MGI:2443939]
NP,244631,ENSMUSG00000048310,Pskh1,protein serine kinase H1 [Source:MGI Symbol;Acc:MGI:3528383]
NP,19171,ENSMUSG00000031897,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]"
NP,12550,ENSMUSG00000000303,Cdh1,cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]
NP,66427,ENSMUSG00000031924,Cyb5b,cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677]
NP,71955,ENSMUSG00000031729,Ist1,increased sodium tolerance 1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1919205]
NP,75871,ENSMUSG00000031728,Zfp821,zinc finger protein 821 [Source:MGI Symbol;Acc:MGI:1923121]
NP,73608,ENSMUSG00000001672,Marveld3,MARVEL (membrane-associating) domain containing 3 [Source:MGI Symbol;Acc:MGI:1920858]
NP,75465,ENSMUSG00000034467,Dynlrb2,dynein light chain roadblock-type 2 [Source:MGI Symbol;Acc:MGI:1922715]
NP,NA,ENSMUSG00000098148,NA,NA
NP,192156,ENSMUSG00000006517,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]
NP,11821,ENSMUSG00000006589,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]
NP,270106,ENSMUSG00000000740,Rpl13,ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922]
NP,NA,ENSMUSG00000083911,Gm4342,predicted gene 4342 [Source:MGI Symbol;Acc:MGI:3782526]
NP,69627,ENSMUSG00000043068,Fam89a,"family with sequence similarity 89, member A [Source:MGI Symbol;Acc:MGI:1916877]"
NP,13421,ENSMUSG00000025279,Dnase1l3,deoxyribonuclease 1-like 3 [Source:MGI Symbol;Acc:MGI:1314633]
NP,NA,ENSMUSG00000045799,Gm9800,predicted gene 9800 [Source:MGI Symbol;Acc:MGI:3710580]
NP,72003,ENSMUSG00000056296,Synpr,synaptoporin [Source:MGI Symbol;Acc:MGI:1919253]
NP,21834,ENSMUSG00000021779,Thrb,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]
NP,NA,ENSMUSG00000035129,Gm6781,predicted gene 6781 [Source:MGI Symbol;Acc:MGI:3644510]
NP,14702,ENSMUSG00000043004,Gng2,"guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]"
NP,67509,ENSMUSG00000045107,Saysd1,SAYSVFN motif domain containing 1 [Source:MGI Symbol;Acc:MGI:1914759]
NP,11750,ENSMUSG00000021814,Anxa7,annexin A7 [Source:MGI Symbol;Acc:MGI:88031]
NP,18792,ENSMUSG00000021822,Plau,"plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]"
NP,55946,ENSMUSG00000021824,Ap3m1,"adaptor-related protein complex 3, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1929212]"
NP,11534,ENSMUSG00000039197,Adk,adenosine kinase [Source:MGI Symbol;Acc:MGI:87930]
NP,16531,ENSMUSG00000063142,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]"
NP,NA,ENSMUSG00000071567,NA,NA
NP,20088,ENSMUSG00000025290,Rps24,ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]
NP,21881,ENSMUSG00000021957,Tkt,transketolase [Source:MGI Symbol;Acc:MGI:105992]
NP,18753,ENSMUSG00000021948,Prkcd,"protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]"
NP,69019,ENSMUSG00000021917,Spcs1,signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916269]
NP,21924,ENSMUSG00000091898,Tnnc1,"troponin C, cardiac/slow skeletal [Source:MGI Symbol;Acc:MGI:98779]"
NP,NA,ENSMUSG00000078126,Rpl23a-ps3,"ribosomal protein L23A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3781353]"
NP,328381,ENSMUSG00000037833,Sh2d4b,SH2 domain containing 4B [Source:MGI Symbol;Acc:MGI:1925182]
NP,52588,ENSMUSG00000037824,Tspan14,tetraspanin 14 [Source:MGI Symbol;Acc:MGI:1196325]
NP,11720,ENSMUSG00000037798,Mat1a,"methionine adenosyltransferase I, alpha [Source:MGI Symbol;Acc:MGI:88017]"
NP,20387,ENSMUSG00000021789,Sftpa1,surfactant associated protein A1 [Source:MGI Symbol;Acc:MGI:109518]
NP,19214,ENSMUSG00000071489,Ptgdr,prostaglandin D receptor [Source:MGI Symbol;Acc:MGI:102966]
NP,NA,ENSMUSG00000085500,Gm16976,"predicted gene, 16976 [Source:MGI Symbol;Acc:MGI:4439900]"
NP,NA,ENSMUSG00000090709,Gm17173,predicted gene 17173 [Source:MGI Symbol;Acc:MGI:4938000]
NP,19217,ENSMUSG00000037759,Ptger2,prostaglandin E receptor 2 (subtype EP2) [Source:MGI Symbol;Acc:MGI:97794]
NP,NA,ENSMUSG00000085913,Gm15601,predicted gene 15601 [Source:MGI Symbol;Acc:MGI:3783048]
NP,114874,ENSMUSG00000037697,Ddhd1,DDHD domain containing 1 [Source:MGI Symbol;Acc:MGI:2150302]
NP,72391,ENSMUSG00000037628,Cdkn3,cyclin-dependent kinase inhibitor 3 [Source:MGI Symbol;Acc:MGI:1919641]
NP,12793,ENSMUSG00000015759,Cnih1,cornichon family AMPA receptor auxiliary protein 1 [Source:MGI Symbol;Acc:MGI:1277202]
NP,63985,ENSMUSG00000062014,Gmfb,"glia maturation factor, beta [Source:MGI Symbol;Acc:MGI:1927133]"
NP,16854,ENSMUSG00000050335,Lgals3,"lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]"
NP,75288,ENSMUSG00000021852,Slc35f4,"solute carrier family 35, member F4 [Source:MGI Symbol;Acc:MGI:1922538]"
NP,67419,ENSMUSG00000036242,Armh4,armadillo-like helical domain containing 4 [Source:MGI Symbol;Acc:MGI:1914669]
NP,219024,ENSMUSG00000035953,Pip4p1,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:MGI Symbol;Acc:MGI:2448501]"
NP,15381,ENSMUSG00000060373,Hnrnpc,heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]
NP,20540,ENSMUSG00000000958,Slc7a7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 [Source:MGI Symbol;Acc:MGI:1337120]"
NP,58248,ENSMUSG00000040822,1700123O20Rik,RIKEN cDNA 1700123O20 gene [Source:MGI Symbol;Acc:MGI:1920893]
NP,239102,ENSMUSG00000040721,Zfhx2,zinc finger homeobox 2 [Source:MGI Symbol;Acc:MGI:2686934]
NP,19188,ENSMUSG00000079197,Psme2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:MGI Symbol;Acc:MGI:1096365]"
NP,67842,ENSMUSG00000019297,Nop9,NOP9 nucleolar protein [Source:MGI Symbol;Acc:MGI:1915092]
NP,68514,ENSMUSG00000021973,Micu2,mitochondrial calcium uptake 2 [Source:MGI Symbol;Acc:MGI:1915764]
NP,69008,ENSMUSG00000021981,Cab39l,calcium binding protein 39-like [Source:MGI Symbol;Acc:MGI:1914081]
NP,72125,ENSMUSG00000021986,Amer2,APC membrane recruitment 2 [Source:MGI Symbol;Acc:MGI:1919375]
NP,219140,ENSMUSG00000021990,Spata13,spermatogenesis associated 13 [Source:MGI Symbol;Acc:MGI:104838]
NP,629059,ENSMUSG00000035184,Fam124a,"family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]"
NP,14137,ENSMUSG00000021273,Fdft1,farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]
NP,219148,ENSMUSG00000035095,Fam167a,"family with sequence similarity 167, member A [Source:MGI Symbol;Acc:MGI:3606565]"
NP,57784,ENSMUSG00000022089,Bin3,bridging integrator 3 [Source:MGI Symbol;Acc:MGI:1929883]
NP,213019,ENSMUSG00000022090,Pdlim2,PDZ and LIM domain 2 [Source:MGI Symbol;Acc:MGI:2384850]
NP,14586,ENSMUSG00000022103,Gfra2,glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462]
NP,380916,ENSMUSG00000068015,Lrch1,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:MGI Symbol;Acc:MGI:2443390]
NP,380918,ENSMUSG00000091722,Siah3,siah E3 ubiquitin protein ligase family member 3 [Source:MGI Symbol;Acc:MGI:2685758]
NP,NA,ENSMUSG00000063556,Gm10132,predicted gene 10132 [Source:MGI Symbol;Acc:MGI:3704449]
NP,115488426,ENSMUSG00000084447,Gm26251,"predicted gene, 26251 [Source:MGI Symbol;Acc:MGI:5456028]"
NP,12224,ENSMUSG00000005148,Klf5,Kruppel-like factor 5 [Source:MGI Symbol;Acc:MGI:1338056]
NP,NA,ENSMUSG00000060143,Gm10076,predicted gene 10076 [Source:MGI Symbol;Acc:MGI:3704451]
NP,103978,ENSMUSG00000022112,Gpc5,glypican 5 [Source:MGI Symbol;Acc:MGI:1194894]
NP,58245,ENSMUSG00000022131,Gpr180,G protein-coupled receptor 180 [Source:MGI Symbol;Acc:MGI:1930949]
NP,100037258,ENSMUSG00000022136,Dnajc3,DnaJ heat shock protein family (Hsp40) member C3 [Source:MGI Symbol;Acc:MGI:107373]
NP,22068,ENSMUSG00000031997,Trpc6,"transient receptor potential cation channel, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:109523]"
NP,55991,ENSMUSG00000031934,Panx1,pannexin 1 [Source:MGI Symbol;Acc:MGI:1860055]
NP,69137,ENSMUSG00000031937,Vstm5,V-set and transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:1916387]
NP,234959,ENSMUSG00000031935,Med17,mediator complex subunit 17 [Source:MGI Symbol;Acc:MGI:2182585]
NP,NA,ENSMUSG00000074501,Gm5612,predicted gene 5612 [Source:MGI Symbol;Acc:MGI:3647118]
NP,NA,ENSMUSG00000091460,Gm7808,predicted pseudogene 7808 [Source:MGI Symbol;Acc:MGI:3643360]
NP,71766,ENSMUSG00000010205,Raver1,"ribonucleoprotein, PTB-binding 1 [Source:MGI Symbol;Acc:MGI:1919016]"
NP,69773,ENSMUSG00000048429,Timm29,translocase of inner mitochondrial membrane 29 [Source:MGI Symbol;Acc:MGI:1917023]
NP,16835,ENSMUSG00000032193,Ldlr,low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]
NP,19340,ENSMUSG00000019066,Rab3d,"RAB3D, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97844]"
NP,319845,ENSMUSG00000035919,Bbs9,Bardet-Biedl syndrome 9 (human) [Source:MGI Symbol;Acc:MGI:2442833]
NP,235130,ENSMUSG00000033453,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 [Source:MGI Symbol;Acc:MGI:2449569]"
NP,30806,ENSMUSG00000031994,Adamts8,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 [Source:MGI Symbol;Acc:MGI:1353468]"
NP,11804,ENSMUSG00000031996,Aplp2,amyloid beta (A4) precursor-like protein 2 [Source:MGI Symbol;Acc:MGI:88047]
NP,235134,ENSMUSG00000042185,Nfrkb,nuclear factor related to kappa B binding protein [Source:MGI Symbol;Acc:MGI:2442410]
NP,12023,ENSMUSG00000032033,Barx2,BarH-like homeobox 2 [Source:MGI Symbol;Acc:MGI:109617]
NP,14247,ENSMUSG00000016087,Fli1,Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]
NP,23871,ENSMUSG00000032035,Ets1,"E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]"
NP,30959,ENSMUSG00000032101,Ddx25,DEAD box helicase 25 [Source:MGI Symbol;Acc:MGI:1353582]
NP,235180,ENSMUSG00000032118,Fez1,fasciculation and elongation protein zeta 1 (zygin I) [Source:MGI Symbol;Acc:MGI:2670976]
NP,208076,ENSMUSG00000035934,Pknox2,Pbx/knotted 1 homeobox 2 [Source:MGI Symbol;Acc:MGI:2445415]
NP,21376,ENSMUSG00000011114,Tbrg1,transforming growth factor beta regulated gene 1 [Source:MGI Symbol;Acc:MGI:1100877]
NP,NA,ENSMUSG00000087135,Gm16096,predicted gene 16096 [Source:MGI Symbol;Acc:MGI:3801985]
NP,235293,ENSMUSG00000032018,Sc5d,sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]
NP,58235,ENSMUSG00000032012,Nectin1,nectin cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1926483]
NP,60409,ENSMUSG00000032112,Trappc4,trafficking protein particle complex 4 [Source:MGI Symbol;Acc:MGI:1926211]
NP,75617,ENSMUSG00000009927,Rps25,ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867]
NP,102693,ENSMUSG00000048537,Phldb1,"pleckstrin homology like domain, family B, member 1 [Source:MGI Symbol;Acc:MGI:2143230]"
NP,76568,ENSMUSG00000002031,Ift46,intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]
NP,11936,ENSMUSG00000059412,Fxyd2,FXYD domain-containing ion transport regulator 2 [Source:MGI Symbol;Acc:MGI:1195260]
NP,18554,ENSMUSG00000035382,Pcsk7,proprotein convertase subtilisin/kexin type 7 [Source:MGI Symbol;Acc:MGI:107421]
NP,214597,ENSMUSG00000034908,Sidt2,"SID1 transmembrane family, member 2 [Source:MGI Symbol;Acc:MGI:2446134]"
NP,54725,ENSMUSG00000032076,Cadm1,cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1889272]
NP,104444,ENSMUSG00000032026,Rexo2,RNA exonuclease 2 [Source:MGI Symbol;Acc:MGI:1888981]
NP,72614,ENSMUSG00000000167,Pih1d2,PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]
NP,66317,ENSMUSG00000061559,Wdr61,WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493]
NP,104360,ENSMUSG00000032318,Isl2,insulin related protein 2 (islet 2) [Source:MGI Symbol;Acc:MGI:109156]
NP,NA,ENSMUSG00000097111,Peak1os,"pseudopodium-enriched atypical kinase 1, opposite strand [Source:MGI Symbol;Acc:MGI:5477083]"
NP,66867,ENSMUSG00000032329,Hmg20a,high mobility group 20A [Source:MGI Symbol;Acc:MGI:1914117]
NP,102462,ENSMUSG00000032288,Imp3,"IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]"
NP,56294,ENSMUSG00000032290,Ptpn9,"protein tyrosine phosphatase, non-receptor type 9 [Source:MGI Symbol;Acc:MGI:1928376]"
NP,78323,ENSMUSG00000032305,Fam219b,"family with sequence similarity 219, member B [Source:MGI Symbol;Acc:MGI:1925573]"
NP,15211,ENSMUSG00000025232,Hexa,hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073]
NP,72565,ENSMUSG00000034485,Uaca,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]
NP,56040,ENSMUSG00000007892,Rplp1,"ribosomal protein, large, P1 [Source:MGI Symbol;Acc:MGI:1927099]"
NP,74090,ENSMUSG00000032278,Paqr5,progestin and adipoQ receptor family member V [Source:MGI Symbol;Acc:MGI:1921340]
NP,235431,ENSMUSG00000041729,Coro2b,"coronin, actin binding protein, 2B [Source:MGI Symbol;Acc:MGI:2444283]"
NP,67891,ENSMUSG00000032399,Rpl4,ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]
NP,26395,ENSMUSG00000004936,Map2k1,mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]
NP,57874,ENSMUSG00000033629,Hacd3,3-hydroxyacyl-CoA dehydratase 3 [Source:MGI Symbol;Acc:MGI:1889341]
NP,18247,ENSMUSG00000040652,Oaz2,ornithine decarboxylase antizyme 2 [Source:MGI Symbol;Acc:MGI:109492]
NP,74165,ENSMUSG00000050503,Fbxl22,F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]
NP,67941,ENSMUSG00000036781,Rps27l,ribosomal protein S27-like [Source:MGI Symbol;Acc:MGI:1915191]
NP,22003,ENSMUSG00000032366,Tpm1,"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
NP,12175,ENSMUSG00000011958,Bnip2,BCL2/adenovirus E1B interacting protein 2 [Source:MGI Symbol;Acc:MGI:109327]
NP,208898,ENSMUSG00000062151,Unc13c,unc-13 homolog C [Source:MGI Symbol;Acc:MGI:2149021]
NP,20255,ENSMUSG00000032181,Scg3,secretogranin III [Source:MGI Symbol;Acc:MGI:103032]
NP,208982,ENSMUSG00000007908,Hmgcll1,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]
NP,69642,ENSMUSG00000032355,Mlip,muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]
NP,13627,ENSMUSG00000037742,Eef1a1,eukaryotic translation elongation factor 1 alpha 1 [Source:MGI Symbol;Acc:MGI:1096881]
NP,74633,ENSMUSG00000086918,4930429F24Rik,RIKEN cDNA 4930429F24 gene [Source:MGI Symbol;Acc:MGI:1921883]
NP,70598,ENSMUSG00000034898,Filip1,filamin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917848]
NP,212531,ENSMUSG00000032261,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2 [Source:MGI Symbol;Acc:MGI:1915350]
NP,266690,ENSMUSG00000032872,Cyb5r4,cytochrome b5 reductase 4 [Source:MGI Symbol;Acc:MGI:2386848]
NP,23959,ENSMUSG00000032420,Nt5e,"5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]"
NP,NA,ENSMUSG00000097195,Snhg5,small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]
NP,11933,ENSMUSG00000032412,Atp1b3,"ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:MGI Symbol;Acc:MGI:107788]"
NP,19823,ENSMUSG00000051234,Rnf7,ring finger protein 7 [Source:MGI Symbol;Acc:MGI:1337096]
NP,NA,ENSMUSG00000062933,Gm10123,predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]
NP,23873,ENSMUSG00000032463,Faim,Fas apoptotic inhibitory molecule [Source:MGI Symbol;Acc:MGI:1344387]
NP,17532,ENSMUSG00000032470,Mras,muscle and microspikes RAS [Source:MGI Symbol;Acc:MGI:1100856]
NP,74125,ENSMUSG00000032468,Armc8,armadillo repeat containing 8 [Source:MGI Symbol;Acc:MGI:1921375]
NP,321022,ENSMUSG00000032803,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3 [Source:MGI Symbol;Acc:MGI:2448759]
NP,56318,ENSMUSG00000032561,Acpp,"acid phosphatase, prostate [Source:MGI Symbol;Acc:MGI:1928480]"
NP,77305,ENSMUSG00000020257,Wdr82,WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555]
NP,109652,ENSMUSG00000023262,Acy1,aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913]
NP,68644,ENSMUSG00000042210,Abhd14a,abhydrolase domain containing 14A [Source:MGI Symbol;Acc:MGI:1915894]
NP,76491,ENSMUSG00000042073,Abhd14b,abhydrolase domain containing 14b [Source:MGI Symbol;Acc:MGI:1923741]
NP,59092,ENSMUSG00000023495,Pcbp4,poly(rC) binding protein 4 [Source:MGI Symbol;Acc:MGI:1890471]
NP,12217,ENSMUSG00000032589,Bsn,bassoon [Source:MGI Symbol;Acc:MGI:1277955]
NP,11848,ENSMUSG00000007815,Rhoa,ras homolog family member A [Source:MGI Symbol;Acc:MGI:1096342]
NP,74443,ENSMUSG00000006675,P4htm,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1921693]"
NP,23807,ENSMUSG00000064145,Arih2,ariadne RBR E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1344361]
NP,235627,ENSMUSG00000056724,Nbeal2,neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]
NP,72654,ENSMUSG00000019659,Ccdc12,coiled-coil domain containing 12 [Source:MGI Symbol;Acc:MGI:1919904]
NP,67213,ENSMUSG00000032434,Cmtm6,CKLF-like MARVEL transmembrane domain containing 6 [Source:MGI Symbol;Acc:MGI:2447165]
NP,70031,ENSMUSG00000041012,Cmtm8,CKLF-like MARVEL transmembrane domain containing 8 [Source:MGI Symbol;Acc:MGI:2447167]
NP,333433,ENSMUSG00000050627,Gpd1l,glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol;Acc:MGI:1289257]
NP,100043813,ENSMUSG00000050621,Rps27rt,"ribosomal protein S27, retrogene [Source:MGI Symbol;Acc:MGI:3704345]"
NP,68292,ENSMUSG00000032437,Stt3b,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915542]"
NP,73748,ENSMUSG00000056880,Gadl1,glutamate decarboxylase-like 1 [Source:MGI Symbol;Acc:MGI:1920998]
NP,NA,ENSMUSG00000087041,Gm16295,predicted gene 16295 [Source:MGI Symbol;Acc:MGI:3826546]
NP,69274,ENSMUSG00000047409,Ctdspl,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]"
NP,NA,ENSMUSG00000092212,Slc22a13b,"solute carrier family 22 (organic cation transporter), member 13b [Source:MGI Symbol;Acc:MGI:1924762]"
NP,108737,ENSMUSG00000036737,Oxsr1,oxidative-stress responsive 1 [Source:MGI Symbol;Acc:MGI:1917378]
NP,20264,ENSMUSG00000034533,Scn10a,"sodium channel, voltage-gated, type X, alpha [Source:MGI Symbol;Acc:MGI:108029]"
NP,24046,ENSMUSG00000034115,Scn11a,"sodium channel, voltage-gated, type XI, alpha [Source:MGI Symbol;Acc:MGI:1345149]"
NP,208638,ENSMUSG00000032519,Slc25a38,"solute carrier family 25, member 38 [Source:MGI Symbol;Acc:MGI:2384782]"
NP,12387,ENSMUSG00000006932,Ctnnb1,"catenin (cadherin associated protein), beta 1 [Source:MGI Symbol;Acc:MGI:88276]"
NP,13494,ENSMUSG00000020457,Drg1,developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]
NP,791413,ENSMUSG00000053263,Gm12592,predicted gene 12592 [Source:MGI Symbol;Acc:MGI:3649892]
NP,NA,ENSMUSG00000081059,Gm11945,predicted gene 11945 [Source:MGI Symbol;Acc:MGI:3650072]
NP,75668,ENSMUSG00000034209,Rasl10a,"RAS-like, family 10, member A [Source:MGI Symbol;Acc:MGI:1922918]"
NP,54125,ENSMUSG00000020474,Polm,"polymerase (DNA directed), mu [Source:MGI Symbol;Acc:MGI:1860191]"
NP,17898,ENSMUSG00000020469,Myl7,"myosin, light polypeptide 7, regulatory [Source:MGI Symbol;Acc:MGI:107495]"
NP,56418,ENSMUSG00000002741,Ykt6,YKT6 v-SNARE homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1927550]
NP,100041286,ENSMUSG00000085156,Snhg15,small nucleolar RNA host gene 15 [Source:MGI Symbol;Acc:MGI:3650059]
NP,NA,ENSMUSG00000085035,Gm12031,predicted gene 12031 [Source:MGI Symbol;Acc:MGI:3651406]
NP,58172,ENSMUSG00000049800,Sertad2,SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026]
NP,12464,ENSMUSG00000007739,Cct4,"chaperonin containing Tcp1, subunit 4 (delta) [Source:MGI Symbol;Acc:MGI:104689]"
NP,73873,ENSMUSG00000049811,Fam161a,"family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]"
NP,67939,ENSMUSG00000032673,Prorsd1,prolyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915189]
NP,NA,ENSMUSG00000082870,Gm12165,predicted gene 12165 [Source:MGI Symbol;Acc:MGI:3650634]
NP,11492,ENSMUSG00000011256,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta) [Source:MGI Symbol;Acc:MGI:105377]
NP,14694,ENSMUSG00000020372,Rack1,receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849]
NP,103534,ENSMUSG00000036620,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]"
NP,15384,ENSMUSG00000020358,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]
NP,66089,ENSMUSG00000001054,Rmnd5b,required for meiotic nuclear division 5 homolog B [Source:MGI Symbol;Acc:MGI:1913339]
